SR,Township,Village,Village_MM,Location,Locals_Used_ENG,Locals_Used_MM
4044,Magway,Pakokku,Hpa Lan Oe Zee Kone (Zee Kone - 2),ဖလံအိုဇီးကုန်း (ဇီးကုန်း- ၂),"21.305419921875,94.8844833374023",0,0
4045,Magway,Pakokku,Shin Ma Kan,ရှင်မကန်,"21.2982692718506,94.8905792236328",0,0
4046,Magway,Pakokku,Shin Ma Kan Zee Kone(Zee Kone - 1),ရှင်မကန်ဇီးကုန်း (ဇီးကုန်း- ၁),"21.3058605194092,94.8883972167969",0,0
4047,Magway,Pakokku,Shwe Dar,ရွှေဒါး,"21.403829574585,95.1770935058594",0,0
4048,Magway,Pakokku,Aing Shey,အိုင်ရှည်,"21.2532596588135,94.8513565063477",0,0
4049,Magway,Pakokku,Hpet Pin,ဖက်ပင်,",",0,0
4050,Magway,Pakokku,Htan Taw Chauk,ထန်းတောချောက်,"21.2474899291992,94.8787689208984",0,0
4051,Magway,Pakokku,Inn Waing,အင်းဝိုင်း,"21.2354294973,94.8812304629",0,0
4052,Magway,Pakokku,Kyet Shar,ကြက်ရှာ,"21.2365207672119,94.8608474731445",0,0
4053,Magway,Pakokku,Kyun Thit Su (Let pan pin Su),ကျွန်းသစ်စု (လက်ပံပင်စု),",",0,0
4054,Magway,Pakokku,Moe Nat Kone,မိုးနတ်ကုန်း,"21.2460498809814,94.8824768066406",0,0
4055,Magway,Pakokku,Mont Kone,မုံ့ကုံး,",",0,0
4056,Magway,Pakokku,Oe Bo,အိုးဘို,",",0,0
4057,Magway,Pakokku,Pan Chi Su,ပန်းချီစု,",",0,0
4058,Magway,Pakokku,Tha Yet Taw,သရက်တော,"21.2449703216553,94.8648071289063",0,0
4059,Magway,Pakokku,Tha Zin,သဇင်,",",0,0
4060,Magway,Pakokku,Hta Naung Kone,ထနောင်းကုန်း,"21.2837715148926,94.9848785400391",0,0
4061,Magway,Pakokku,Let Pan Khon,လက်ပံခုံ,"21.2558345794678,94.9864730834961",0,0
4062,Magway,Pakokku,Shar Taw,ရှားတော,"21.2967777252197,94.9969253540039",0,0
4063,Magway,Pakokku,Shwe Pay,ရွှေပေး,"21.3135299682617,94.9887466430664",0,0
4064,Magway,Pakokku,Tin Gat,တင်းဂါတ်,"21.3244705200195,94.9976577758789",0,0
4065,Magway,Pakokku,Yar Kyaw Khon,ရာကျော်ခုံ,"21.2488117218018,94.9931106567383",0,0
4066,Magway,Pakokku,Aing Shey,အိုင်ရှည်,"21.2523403167725,94.8476867675781",0,0
4067,Magway,Pakokku,Hpo Kone,ဖိုကုန်း,",",0,0
4068,Magway,Pakokku,Hta Naung Kone,ထနောင်းကုံး,",",0,0
4069,Magway,Pakokku,Kyaung Pan Khon,ကြောင်ပန်းခုံ,",",0,0
4070,Magway,Pakokku,Myit Chay,မြစ်ခြေ,"21.2461109161377,94.8526916503906",0,0
4071,Magway,Pakokku,Oe Bo,အိုးဘို,",",0,0
4072,Magway,Pakokku,Swea Gyi,ဆွဲကြီး,"21.2374305725098,94.8519134521484",0,0
4073,Magway,Pakokku,Thein Taw,သိန်တော်,"21.2307395935059,94.8357772827148",0,0
4074,Magway,Pakokku,Yae Cho,ရေချို,"21.2321262359619,94.7987213134766",0,0
4075,Magway,Pakokku,Ywar Thar Aye,ရွာသာအေး,",",0,0
4076,Magway,Pakokku,Nyaung Gyit Pin,ညောင်ဂျစ်ပင်,"21.3810253143311,94.8414764404297",0,0
4077,Magway,Pakokku,Yae Lar Gyi,ရေလာကြီး,"21.3937892913818,94.8364028930664",0,0
4078,Magway,Pakokku,Yae Lar Lay,ရေလာလေး,"21.3894290924072,94.8396530151367",0,0
4079,Magway,Pakokku,Bon Tar,ဘုံတာ,"21.2513599395752,94.9533462524414",0,0
4080,Magway,Pakokku,Yae Le Zee Taw,ရေလဲဇီးတော,"21.2495708465576,94.9558944702148",0,0
4081,Magway,Pakokku,In Gyin Pin,အင်ကြင်းပင်,"21.380069732666,94.8239364624023",0,0
4082,Magway,Pakokku,Pyayt Aing,ပြည့်အိုင်,"21.3798294067383,94.8318023681641",0,0
4083,Magway,Pakokku,Yae Myet,ရေမျက်,"21.3727493286133,94.8445205688477",0,0
4084,Magway,Pakokku,Ywar Thar Aye,ရွာသာအေး,"21.3781299591064,94.8383407592773",0,0
4085,Magway,Pauk,Aint Kaing,အိုင့်ကိုင်း,"21.4458103179932,94.5269470214844",0,0
4086,Magway,Pauk,Mon Kone,မုံကုန်း,"21.4622707366943,94.5232772827148",0,0
4087,Magway,Pauk,Sa Khan Hla,စခမ်းလှ,"21.4600391387939,94.5326538085938",0,0
4088,Magway,Pauk,Yae Yin (Mauk Su),ရေယာဉ် (မြောက်စု),"21.4311904907227,94.5258865356445",0,0
4089,Magway,Pauk,Yae Yin (Taung Su),ရေယာဉ် (တောင်စု),"21.4293098449707,94.5216979980469",0,0
4090,Magway,Pauk,Aint Ma,အိုင့်မ,"21.6072692871094,94.551139831543",0,0
4091,Magway,Pauk,Boe Hpyu Lone Kan,ဘိုးဖြူလုံးကန်,"21.4148197174072,94.5671997070313",0,0
4092,Magway,Pauk,Na Gar Pwet,နဂါးပွက်,"21.3925399780273,94.5879364013672",0,0
4093,Magway,Pauk,Pay Khu Hnit Pin,ပေခုနစ်ပင်,"21.3927803039551,94.5714111328125",0,0
4094,Magway,Pauk,Chaing Zauk,ချိုင်ဇောက်,"21.5483303070068,94.5361480712891",0,0
4095,Magway,Pauk,Chaing Zauk (Ywar Thit),ချိုင်ဇောက် (ရွာသစ်),"21.5585498809814,94.5488967895508",0,0
4096,Magway,Pauk,Gwayt Gyi Yo,ဂွေ့ကြီးရို,"21.5282802581787,94.584846496582",0,0
4097,Magway,Pauk,Kan Thar Kone,ကန်သာကုန်း,"21.5269603729248,94.5804061889648",0,0
4098,Magway,Pauk,Peik Taw,ပိတ်တော,"21.5206508636475,94.5723724365234",0,0
4099,Magway,Pauk,Chaung Ku,ချောင်းကူး,"21.5341396331787,94.4248733520508",0,0
4100,Magway,Pauk,Nyaung Kaing,ညောင်ကိုင်း,"21.5631294250488,94.3921890258789",0,0
4101,Magway,Pauk,Nyaung Pin Thar,ညောင်ပင်သာ,"21.5570697784424,94.4143829345703",0,0
4102,Magway,Pauk,Pya Ma,ပျမ,"21.5251808166504,94.4198379516602",0,0
4103,Magway,Pauk,Chaung Nar,ချောင်းနား,"21.3592395782471,94.4334030151367",0,0
4104,Magway,Pauk,Dat Taw,ဓာတ်တော်,"21.5882892608643,94.4731903076172",0,0
4105,Magway,Pauk,Dee Doke Kwin,ဒီးဒုတ်ကွင်း,"21.3579998016357,94.5619812011719",0,0
4106,Magway,Pauk,Gaung Paung,ခေါင်းပေါင်း,"21.71994972229,94.4230117797852",0,0
4107,Magway,Pauk,Htan Yin,ထန်းရင်း,"21.7065200805664,94.401481628418",0,0
4108,Magway,Pauk,Chaung Wa,ချောင်းဝ,"21.5381202697754,94.4401016235352",0,0
4109,Magway,Pauk,Gway Gon,ဂွေးဂုံ,"21.5581607818604,94.4362487792969",0,0
4110,Magway,Pauk,Kyun Taing,ကျွန်းတိုင်း,"21.5460090637207,94.4235534667969",0,0
4111,Magway,Pauk,Pay Pin Shin Ma,ပေပင်ရှင်မ,"21.5622005462646,94.4179992675781",0,0
4112,Magway,Pauk,Wet Poke,ဝက်ပုတ်,"21.5485992431641,94.4566268920898",0,0
4113,Magway,Pauk,Hmyar Paing,မျှားပိုင်း,"21.486499786377,94.3815994262695",0,0
4114,Magway,Pauk,Htan Pin Chaung,ထန်းပင်ချောင်း,"21.5213394165039,94.3235397338867",0,0
4115,Magway,Pauk,Khin Aye,ခင်အေး,"21.4768295288086,94.340217590332",0,0
4116,Magway,Pauk,Lay Pin Aint,လေးပင်အိုင့်,"21.504430770874,94.3642807006836",0,0
4117,Magway,Pauk,Ohn Hmin,အုန်းမှင်,"21.4813404083252,94.3083267211914",0,0
4118,Magway,Pauk,Hpa Yar Taung,ဘုရားတောင်,"21.4134197235107,94.6068267822266",0,0
4119,Magway,Pauk,Kyu Taw,ကြူတော,"21.4068698883057,94.6131134033203",0,0
4120,Magway,Pauk,Htan Ta Pin,ထန်းတပင်,"21.4714908599854,94.4439697265625",0,0
4121,Magway,Pauk,San Yae Khon,စမ်းရေခုံ,"21.4804306030273,94.4225769042969",0,0
4122,Magway,Pauk,Shar Taw Su,ရှားတောစု,"21.4665298461914,94.4513778686523",0,0
4123,Magway,Pauk,Su Poke Khon,ဆူးပုတ်ခုံ,"21.4891796112061,94.4276809692383",0,0
4124,Magway,Pauk,Tha Yet Taw,သရက်တော,"21.4793491363525,94.4384765625",0,0
4125,Magway,Pauk,Htan Taw,ထန်းတော,"21.7838306427002,94.408203125",0,0
4126,Magway,Pauk,Inn Taw (Myauk Su),အင်းတော (မြောက်စု),"21.4512691497803,94.4881286621094",0,0
4127,Magway,Pauk,Inn Taw (Taung Su),အင်းတော (တောင်စု),"21.4475803375244,94.492073059082",0,0
4128,Magway,Pauk,Ohn Taw (Myauk Su),အုံးတော (မြောက်စု),"21.4478397369385,94.5047378540039",0,0
4129,Magway,Pauk,Ohn Taw (Taung Su),အုံးတော (တောင်စု),"21.441219329834,94.5107879638672",0,0
4130,Magway,Pauk,Inn Tein,အင်းတိမ်,"21.4839305877686,94.6555633544922",0,0
4131,Magway,Pauk,Chaung Son,ချောင်းဆုံ,"21.5764694213867,94.3950500488281",0,0
4132,Magway,Pauk,Ka Paing (North),ကပိုင် (မြောက်),"21.6692905426025,94.3659362792969",0,0
4133,Magway,Pauk,Ka Paing (South),ကပိုင် (တောင်),"21.6458301544189,94.3656463623047",0,0
4134,Magway,Pauk,Myin Chaung,မြင်းချောင်း,"21.6069602966309,94.4079513549805",0,0
4135,Magway,Pauk,Yae Ka Taw,ရေကတော,"21.6088905334473,94.3694534301758",0,0
4136,Magway,Pauk,Inn Yar,အင်းယာ,"21.505989074707,94.6220474243164",0,0
4137,Magway,Pauk,Ka Pyo,ကပျို,"21.5041809082031,94.6313171386719",0,0
4138,Magway,Pauk,Mon Taw,မုံတော,"21.502290725708,94.6144332885742",0,0
4139,Magway,Pauk,Su Lay Kone,ဆူးလေကုန်း,"21.4996795654297,94.6152191162109",0,0
4140,Magway,Pauk,Htan Taw Lel,ထန်းတော်လယ်,"21.3081893920898,94.4534225463867",0,0
4141,Magway,Pauk,Kaing Lel,ကိုင်းလယ်,"21.3553009033203,94.4451370239258",0,0
4142,Magway,Pauk,Kan Thar Aye,ကန်သာအေး,"21.3427791595459,94.435302734375",0,0
4143,Magway,Pauk,San Yae Khon,စမ်းရေခုံ,"21.3340702056885,94.449821472168",0,0
4144,Magway,Pauk,Hpoke Taw (Kan Thit),ဖုတ်တော (ကံသစ်),"21.6241607666016,94.6447219848633",0,0
4145,Magway,Pauk,Kan Bar Hpyu,ကမ္ဘားဖြူ,"21.5796794891357,94.6909103393555",0,0
4146,Magway,Pauk,Kyauk Lone,ကျောက်လုံး,"21.5316696166992,94.7023162841797",0,0
4147,Magway,Pauk,Say Pin Gyi,ဆေးပင်ကြီး,"21.5565605163574,94.6998596191406",0,0
4148,Magway,Pauk,Ywar Thit Kone,ရွာသစ်ကုန်း,"21.5502605438232,94.6888885498047",0,0
4149,Magway,Pauk,Khin Shey (Myauk Su),ခင်ရှည် (မြောက်စု),"21.4044303894043,94.5218505859375",0,0
4150,Magway,Pauk,Khin Shey (Taung Su),ခင်ရှည် (တောင်စု),"21.4017200469971,94.5182266235352",0,0
4151,Magway,Pauk,Pa Taw Kan,ပတော်ကန်,"21.4000606536865,94.5063171386719",0,0
4152,Magway,Pauk,Wun Le (Ah Htet Su),ဝန်လဲ (အထက်စု),"21.3704395294189,94.5227813720703",Pyi Taw Thar,ပြည်တော်သာ
4153,Magway,Pauk,Wun Le (Ah Lel Su),ဝန်လဲ (အလယ်စု),"21.3789100646973,94.5154571533203",Aung Chan Thar,အောင်ချမ်းသာ
4154,Magway,Pauk,Wun Le (Auk Su),ဝန်လဲ (အောက်စု),"21.406909942627,94.491569519043",0,0
4155,Magway,Pauk,Chaung Zon,ချောင်းဇုံ,"21.237979888916,94.4461975097656",0,0
4156,Magway,Pauk,Kin Ma,ကင်းမ,"21.267520904541,94.3876495361328",0,0
4157,Magway,Pauk,Kyauk Oe,ကျောက်အိုး,"21.250150680542,94.3371429443359",0,0
4158,Magway,Pauk,Kin Soke,ကင်းဆုတ်,"21.2877407073975,94.3876037597656",0,0
4159,Magway,Pauk,In Pin,အင်ပင်,"21.4852600097656,94.6082763671875",0,0
4160,Magway,Pauk,Koke Ko Su,ကုက္ကိုစု,"21.4612808227539,94.6241989135742",0,0
4161,Magway,Pauk,Lel Beit (Myauk Su),လယ်ဘဲ့ (မြောက်စု),"21.4616394042969,94.6073226928711",0,0
4162,Magway,Pauk,Lel Beit (Taung Su),လယ်ဘဲ့ (တောင်စု),"21.4682903289795,94.6130981445313",0,0
4163,Magway,Pauk,Ku Kar,ကူးကား,"21.4207801818848,94.4078903198242",0,0
4164,Magway,Pauk,Kyun Pin Su,ကျွန်းပင်စု,"21.4314498901367,94.4196701049805",0,0
4165,Magway,Pauk,Ma Gyi Sin,မကြီးစင်,"21.403169631958,94.3588104248047",0,0
4166,Magway,Pauk,Myay Ni (Myauk Su),မြေနု (မြောက်စု),"21.3900394439697,94.3291473388672",0,0
4167,Magway,Pauk,Myay Ni (Taung Su),မြေနီ (တောင်စု),"21.3701591491699,94.3207168579102",0,0
4168,Magway,Pauk,Pauk Chaung (Ah Htet Su),ပေါက်ချောင်း (အထက်စု),"21.4393405914307,94.3911972045898",0,0
4169,Magway,Pauk,Pauk Chaung (Ah Lel Su),ပေါက်ချောင်း (အလယ်စု),"21.4480400085449,94.4045867919922",0,0
4170,Magway,Pauk,Pauk Chaung (Auk Kyin),ပေါက်ချောင်း (အောက်ကျင်း),"21.4483299255371,94.4443206787109",0,0
4171,Magway,Pauk,Pauk Chaung (Auk Su),ပေါက်ချောင်း (အောက်စု),"21.447940826416,94.4408187866211",0,0
4172,Magway,Pauk,Sin Zar,ဆင်ဇာ,"21.4268608093262,94.4369964599609",0,0
4173,Magway,Pauk,War Taw,ဝါးတော,"21.402889251709,94.3831329345703",0,0
4174,Magway,Pauk,Dee Doke Pyin,ဒီးဒုတ်ပြင်,"21.3638896942139,94.3904495239258",0,0
4175,Magway,Pauk,Kyauk Kar,ကျောက်ကာ,"21.3524303436279,94.4196014404297",0,0
4176,Magway,Pauk,Nwe Khaung,နွယ်ခေါင်,"21.3597106933594,94.3673706054688",0,0
4177,Magway,Pauk,Pin Taung,ပင်တောင်,"21.3427391052246,94.4060821533203",0,0
4178,Magway,Pauk,Tha Pyay Aye,သပြေအေး,"21.3857307434082,94.4117736816406",0,0
4179,Magway,Pauk,Thit Cho Kone,သစ်ချိုကုန်း,"21.3739700317383,94.4030227661133",0,0
4180,Magway,Pauk,Kyauk Htit,ကျောက်ထစ်,"21.7169990539551,94.386833190918",0,0
4181,Magway,Pauk,Kyauk Ma Sin,ကျောက်မဆင်,"21.7311706542969,94.3920364379883",0,0
4182,Magway,Pauk,Za Hoe,ဇဟိုး,"21.7584209442139,94.4181365966797",0,0
4183,Magway,Pauk,Hpa Lan Kaing,ဖလံကိုင်း,"21.5880107879639,94.5972366333008",0,0
4184,Magway,Pauk,Hta Pauk Kone,ထပေါက်ကုန်း,"21.5760803222656,94.60888671875",Htan Pauk Kone,ထန်းပေါက်ကုန်း
4185,Magway,Pauk,Kyauk Taing Khin,ကျောက်တိုင်ခင်,"21.6085300445557,94.6032485961914",0,0
4186,Magway,Pauk,Na That,နသတ်,"21.6405792236328,94.6625900268555",0,0
4187,Magway,Pauk,Son Kone,ဆုံကုန်း,"21.6514492034912,94.6513824462891",0,0
4188,Magway,Pauk,Taung Lone,တောင်လုံး,"21.6305503845215,94.6166763305664",0,0
4189,Magway,Pauk,Kyaung Kone,ကျောင်းကုန်း,"21.3056602478027,94.6671829223633",0,0
4190,Magway,Pauk,Yae Ni,ရေနီ,"21.2885704040527,94.6375427246094",0,0
4191,Magway,Pauk,Kyaw Thar,ကျောသာ,"21.7671604156494,94.4078903198242",0,0
4192,Magway,Pauk,Bo Kone,ဘိုကုန်း,"21.2936401367188,94.6801528930664",0,0
4193,Magway,Pauk,Kyun Yin,ကျွန်းရင်း,"21.2866401672363,94.6777496337891",0,0
4194,Magway,Pauk,Lel Lan,လယ်လမ်း,"21.4026908874512,94.4651184082031",0,0
4195,Magway,Pauk,Tha Ra Hpi,သရဖီ,"21.3983097076416,94.4602203369141",0,0
4196,Magway,Pauk,Thee Chauk,သီးခြောက်,"21.3750190734863,94.4439392089844",0,0
4197,Magway,Pauk,Ywar Thar Aye,ရွာသာအေး,"21.3940391540527,94.4584732055664",0,0
4198,Magway,Pauk,Lel Oh,လယ်အို,"21.6965007781982,94.5414505004883",0,0
4199,Magway,Pauk,Lin Taung,လင်တောင်,"21.4832096099854,94.4104309082031",0,0
4200,Magway,Pauk,Kyauk Tan,ကျောက်တန်း,"21.4936294555664,94.4847183227539",0,0
4201,Magway,Pauk,Myauk Bet,မြောက်ဘက်,"21.4736194610596,94.4717178344727",0,0
4202,Magway,Pauk,Sa Par Hmyaw,စပါးမြှော,"21.4859294891357,94.4600982666016",0,0
4203,Magway,Pauk,Myo Khin Thar,မြို့ခင်းသာ,"21.506799697876,94.5161437988281",0,0
4204,Magway,Pauk,Htan Taw U,ထန်းတော်ဦး,"21.3402004241943,94.6440277099609",0,0
4205,Magway,Pauk,Kan Taw,ကန်တော,"21.2594699859619,94.5968627929688",0,0
4206,Magway,Pauk,Kya Oe,ကျအိုး,"21.3296604156494,94.5939025878906",0,0
4207,Magway,Pauk,Kyun Gyi,ကျွန်းကြီး,"21.3208198547363,94.6475372314453",0,0
4208,Magway,Pauk,Nant Thar,နံ့သာ,"21.3296298980713,94.6462173461914",0,0
4209,Magway,Pauk,Pu Tee,ပုတီး,"21.2722206115723,94.5498428344727",0,0
4210,Magway,Pauk,Shar Pin Yae,ရှားပင်ရေ,"21.2900505065918,94.6111068725586",0,0
4211,Magway,Pauk,War Yon Pin Aing,ဝါးရုံပင်အိုင်,"21.3227596282959,94.640998840332",0,0
4212,Magway,Pauk,Yae Kyaw,ရေကျော်,"21.3032894134521,94.6290969848633",0,0
4213,Magway,Pauk,Hnaw Pauk,နှောပေါက်,"21.4426708221436,94.7121124267578",0,0
4214,Magway,Pauk,Nat U Yin,နတ်ဦးယာဉ်,"21.4133701324463,94.6889266967773",0,0
4215,Magway,Pauk,Kyun Pin Su,ကျွန်းပင်စု,"21.4117603302002,94.6330413818359",0,0
4216,Magway,Pauk,Nga Moet Gyi,ငမို့ကြီး,"21.4104900360107,94.6440734863281",0,0
4217,Magway,Pauk,Sin Thay,ဆင်သေ,"21.4026298522949,94.6367492675781",0,0
4218,Magway,Pauk,Hta Ma Kauk,ထမကောက်,"21.3669300079346,94.6002502441406",0,0
4219,Magway,Pauk,Nyaung Win,ညောင်ဝင်း,"21.3715591430664,94.6383666992188",0,0
4220,Magway,Pauk,Nyaung Win (Myauk Su),ညောင်ဝင်း (မြောက်စု),"21.3761405944824,94.637336730957",0,0
4221,Magway,Pauk,Wet Mee,ဝက်မီး,"21.361930847168,94.6395263671875",0,0
4222,Magway,Pauk,Yan Kin,ရန်ကင်း,",",0,0
4223,Magway,Pauk,Ywar Thar Aye,ရွာသာအေး,"21.3672199249268,94.6374969482422",0,0
4224,Magway,Pauk,Nyaung Win Pauk,ညောင်ဝင်းပေါက်,"21.4694690704346,94.510986328125",0,0
4225,Magway,Pauk,Sha Khwa Gyi,ရှခွကြီး,"21.4829692840576,94.5273208618164",0,0
4226,Magway,Pauk,Thee Chauk,သီးချောက်,"21.4716300964355,94.5053634643555",0,0
4227,Magway,Pauk,Kyauk Ta Gar,ကျောက်တံခါး,"21.4515991210938,94.3067321777344",0,0
4228,Magway,Pauk,Pa Laung,ပလောင်း,"21.4630699157715,94.3872528076172",0,0
4229,Magway,Pauk,Auk Kyin,အောက်ကျင်း,"21.3922901153564,94.6485366821289",0,0
4230,Magway,Pauk,Htan Taw Kone,ထန်းတောကုန်း,"21.3962593078613,94.6538772583008",0,0
4231,Magway,Pauk,Nga Moet Lay,ငမို့လေး,"21.4053001403809,94.6503067016602",0,0
4232,Magway,Pauk,Pyin Chaung,ပျဉ်းချောင်း,"21.3913497924805,94.6567230224609",0,0
4233,Magway,Pauk,Se Wa,ဆယ်ဝ,"21.3810291290283,94.6574630737305",0,0
4234,Magway,Pauk,Kyun Taw,ကျွန်းတော,"21.4626197814941,94.553337097168",0,0
4235,Magway,Pauk,Sa Hpe,စဖဲ,"21.4541492462158,94.574951171875",0,0
4236,Magway,Pauk,Sha Khwa Lay,ရှခွလေး,"21.4772396087646,94.5459671020508",0,0
4237,Magway,Pauk,Yae Tein,ရေတိမ်,"21.4920997619629,94.56640625",0,0
4238,Magway,Pauk,Moe Kaung,မိုးကောင်း,"21.5060806274414,94.4193420410156",0,0
4239,Magway,Pauk,Sa Pan,ဆပန်,"21.5109806060791,94.4332733154297",0,0
4240,Magway,Pauk,Shwe Bon Thar,ရွှေဘုံသာ,"21.5031604766846,94.439323425293",0,0
4241,Magway,Pauk,Ge Pin Inn,ဂဲပင်အင်း,"21.5764198303223,94.4451217651367",0,0
4242,Magway,Pauk,Nyaung Yin,ညောင်ရင်း,"21.5885791778564,94.4356231689453",0,0
4243,Magway,Pauk,Sa Thein,စသိန်း,"21.5720901489258,94.4404296875",0,0
4244,Magway,Pauk,Ma Gyi Sin,မကျီးစင်,"21.4410495758057,94.6277465820313",0,0
