SR,Township,Village,Village_MM,Location,Locals_Used_ENG,Locals_Used_MM
15236,Rakhine,Pauktaw,Thea Ywea,သရွဲ,"20.1946392059326,93.0673904418945",0,0
15237,Rakhine,Pauktaw,Ywar Chaung Gyi,ရွာချောင်းကြီး,"20.2069301605225,93.0895233154297",0,0
15238,Rakhine,Pauktaw,Kan Pyin Ywar Thit,ကံပြင်ရွာသစ်,",",0,0
15239,Rakhine,Pauktaw,Su Li Hpet Yan,ဆူလီဖက်ရန်,"20.0948285313,93.0785779004",0,0
15240,Rakhine,Pauktaw,Zee Cho Maw,ဇီးချိုမော်,"20.1182594299316,93.0650100708008",0,0
15241,Rakhine,Ponnagyun,Ah Htet Myat Hle,အထက်မြတ်လှဲ,"20.61741065979,92.932502746582",0,0
15242,Rakhine,Ponnagyun,Kan Thit,ကံသစ်,"20.6024398803711,92.8948211669922",0,0
15243,Rakhine,Ponnagyun,Ah Htet Thin Pone Tan,အထက်သင်ပုန်းတန်း,"20.6431407928467,92.8518753051758",0,0
15244,Rakhine,Ponnagyun,Ah Win Taung,အဝင်းတောင်,"20.6790409088135,92.8339767456055",0,0
15245,Rakhine,Ponnagyun,Aung Thin Pone Tan,အောင်သင်ပုန်းတန်း,",",0,0
15246,Rakhine,Ponnagyun,Hpa Yon Pauk,ဖရုံပေါက်,"20.6675395965576,92.8393020629883",0,0
15247,Rakhine,Ponnagyun,Hpar Kywei Wa,ဖါးကြွယ်ဝ,"20.7093925476074,92.8150863647461",0,0
15248,Rakhine,Ponnagyun,Hpet Wun Chaung,ဖက်ဝန်းချောင်း,",",0,0
15249,Rakhine,Ponnagyun,Kyauk Sa Yaung,ကျောက်စရောင်,"20.7703227996826,92.7902145385742",0,0
15250,Rakhine,Ponnagyun,Maung Hnit Ma,မောင်နှမ,"20.7555618286133,92.7880706787109",0,0
15251,Rakhine,Ponnagyun,Nat Tha Yway,နတ်သရွေး,",",0,0
15252,Rakhine,Ponnagyun,Tha Pyu Chaung,သပြုချောင်း,"20.7813301086426,92.7726821899414",0,0
15253,Rakhine,Ponnagyun,Ah Htoke Thei,အထုတ်သည်,"20.3314800262451,92.9521331787109",0,0
15254,Rakhine,Ponnagyun,Ah Lel Chaung,အလယ်ချောင်း,"20.3704700469971,92.9074935913086",0,0
15255,Rakhine,Ponnagyun,Ah Lel Chaung Ywar Nge,အလယ်ချောင်းရွာငယ်,"20.370719909668,92.9162673950195",0,0
15256,Rakhine,Ponnagyun,Myit Nar Pyin,မြစ်နားပြင်,"20.3692207336426,92.9106979370117",0,0
15257,Rakhine,Ponnagyun,Ah Lel Kyun,အလယ်ကျွန်း,"20.3097991943359,92.9669494628906",0,0
15258,Rakhine,Ponnagyun,Ah Me Khin,အမဲခင်,"20.3659896850586,92.9475021362305",0,0
15259,Rakhine,Ponnagyun,Ah Lel Ywar,အလယ်ရွာ,",",0,0
15260,Rakhine,Ponnagyun,Aing Din Ywar Thit,အိုင်ဒင်ရွာသစ်,"20.2761707305908,92.9448928833008",0,0
15261,Rakhine,Ponnagyun,Baung Du Lar,ဘောင်ဒူလာ,"20.2793197631836,92.9537963867188",0,0
15262,Rakhine,Ponnagyun,Nwar Yon Tan,နွားရုံတန်း,"20.2662105560303,92.9421691894531",0,0
15263,Rakhine,Ponnagyun,Aung Hpyu Pyin,အောင်ဖြူပြင်,"20.4715194702148,93.0089416503906",0,0
15264,Rakhine,Ponnagyun,Ohn Chaung,အုန်းချောင်း,"20.4722003936768,93.0157165527344",0,0
15265,Rakhine,Ponnagyun,Tha Yet Cho,သရက်ချို,"20.4641990661621,93.0094528198242",0,0
15266,Rakhine,Ponnagyun,Aung Seik,အောင်ဆိပ်,"20.582540512085,92.9802932739258",0,0
15267,Rakhine,Ponnagyun,Wan Dee,ဝမ်းဒီး,"20.5728397369385,92.986457824707",0,0
15268,Rakhine,Ponnagyun,Aung Myay Kone,အောင်မြေကုန်း,"20.223180770874,92.9238967895508",0,0
15269,Rakhine,Ponnagyun,Aung Zay Ya,အောင်ဇေယျ,"20.2286205291748,92.9235305786133",0,0
15270,Rakhine,Ponnagyun,Sar Poet Taung,ဆားပို့တောင်,"20.2172203063965,92.9191131591797",0,0
15271,Rakhine,Ponnagyun,Aw Ra Ma,သြရမ,"20.604190826416,92.8264312744141",0,0
15272,Rakhine,Ponnagyun,Chaung Pauk Wa,ချောင်းပေါက်ဝ,"20.5973205566406,92.8322372436523",0,0
15273,Rakhine,Ponnagyun,Chin Thayt,ခြင်္သေ့,"20.5076103210449,93.0373306274414",0,0
15274,Rakhine,Ponnagyun,Dat Pa,ဒါပ္ပ,"20.5145702362061,92.8887329101563",0,0
15275,Rakhine,Ponnagyun,Dwa Chaung,ဒွချောင်း,"20.4946002960205,92.8954772949219",0,0
15276,Rakhine,Ponnagyun,Ku Taung,ကူတောင်,"20.5335807800293,92.8983535766602",0,0
15277,Rakhine,Ponnagyun,Myo Don,မြို့ဒုံ,"20.5103092193604,92.8999633789063",0,0
15278,Rakhine,Ponnagyun,Na Gar Mauk,နဂါးမေါက်,"20.5213394165039,92.8958435058594",0,0
15279,Rakhine,Ponnagyun,Pa Ne' Taw,ပနဲတော,"20.5283203125,92.8931732177734",0,0
15280,Rakhine,Ponnagyun,Shaw Chay,ရှော်ချေ,"20.5062694549561,92.8996505737305",0,0
15281,Rakhine,Ponnagyun,Di Par Yon,ဒီပါရုံ,"20.3613204956055,92.9644622802734",0,0
15282,Rakhine,Ponnagyun,Doe Tan (Haung),ဒိုးတန်း (ဟောင်း),"20.4039897918701,92.9316329956055",0,0
15283,Rakhine,Ponnagyun,Doe Tan (Thit),ဒိုးတန်း (သစ်),"20.4012508392334,92.9192276000977",0,0
15284,Rakhine,Ponnagyun,Tin Ku,တင်ကူး,"20.4039306640625,92.921028137207",0,0
15285,Rakhine,Ponnagyun,Auk Myat Hle (Myo),အောက်မြတ်လှဲ (မြို),"20.6239490509033,92.950813293457",0,0
15286,Rakhine,Ponnagyun,Ga Nan Taung,ဂဏန်းတောင်,"20.6120491027832,92.942268371582",0,0
15287,Rakhine,Ponnagyun,Ah Baung Taw,အဘောင်တော်,"20.4417304992676,92.9294509887695",0,0
15288,Rakhine,Ponnagyun,Gant Gar,ဂန့်ဂါ,"20.4579105377197,92.9196166992188",0,0
15289,Rakhine,Ponnagyun,Kha Mi Gan Ga,ခမိကန်က,"20.4730205535889,92.9313125610352",0,0
15290,Rakhine,Ponnagyun,Gant Gar Gyi,ဂန့်ဂါကြီး,"20.4609909057617,92.9661865234375",0,0
15291,Rakhine,Ponnagyun,Gant Gar Nge,ဂန့်ဂါငယ်,"20.4605007171631,92.9389266967773",0,0
15292,Rakhine,Ponnagyun,Gwa Son,ခွဆုံ,"20.5537891387939,93.0402526855469",0,0
15293,Rakhine,Ponnagyun,Hnget Gyi Kone,ငှက်ကြီးကုန်း,"20.2948608398438,92.9619369506836",0,0
15294,Rakhine,Ponnagyun,Hmo Hin Taw,မှိုဟင်းတော,"20.5522899627686,92.9823837280273",0,0
15295,Rakhine,Ponnagyun,Kaung Mun,ကောင်းမွန်,"20.5550498962402,93.0055313110352",0,0
15296,Rakhine,Ponnagyun,Poe Shee Kone,ပိုးရှီကုန်း,"20.5567092895508,92.974983215332",0,0
15297,Rakhine,Ponnagyun,Aung Thar Yar,အောင်သာယာ,"20.5000190734863,93.0093994140625",0,0
15298,Rakhine,Ponnagyun,Hpa Yar Gyi,ဘုရားကြီး,"20.5020904541016,93.0073471069336",0,0
15299,Rakhine,Ponnagyun,Shwe Nat Pyin,ရွှေနတ်ပြင်,"20.4899806976318,93.0093536376953",0,0
15300,Rakhine,Ponnagyun,U Shey Zwe,ဦးရှည့်ဇွယ်,"20.4929790496826,93.0271224975586",0,0
15301,Rakhine,Ponnagyun,Ah Taung Taung,အတောင်းတောင်,"20.606424331665,92.8555755615234",0,0
15302,Rakhine,Ponnagyun,Gyeik Chaung,ဂြိတ်ချောင်း,",",0,0
15303,Rakhine,Ponnagyun,Hpar Pway,ဖါပွေ,"20.6442699432373,92.8450317382813",0,0
15304,Rakhine,Ponnagyun,Kha Pway,ခပွေး,"20.6286067962646,92.8481979370117",Kha Mway,ခမွှေး
15305,Rakhine,Ponnagyun,Khway Htee,ခွေးထီး,"20.6233596801758,92.8531646728516",0,0
15306,Rakhine,Ponnagyun,Kyet Chay,ကြက်ချေး,"20.6219291687012,92.8164520263672",0,0
15307,Rakhine,Ponnagyun,Myone Pyin,မြုံးပြင်,",",0,0
15308,Rakhine,Ponnagyun,Si Taung,စည်တောင်,",",0,0
15309,Rakhine,Ponnagyun,Sin Hpyu Kaung,ဆင်ဖြူကောင်,"20.6211204528809,92.8526458740234",0,0
15310,Rakhine,Ponnagyun,Tha Yway Chaung,သရွေးချောင်း,",",0,0
15311,Rakhine,Ponnagyun,Hpaung Seik,ဖေါင်ဆိပ်,"20.4855403900146,92.9521102905273",0,0
15312,Rakhine,Ponnagyun,Ga Nan Me,ဂဏန်းမဲ,"20.4685802459717,92.9667129516602",0,0
15313,Rakhine,Ponnagyun,Htaung Laung Pun,ထောင်လောင်းပွန်း,"20.4732303619385,92.9585571289063",0,0
15314,Rakhine,Ponnagyun,Kan Bu,ကံဘူး,"20.3992500305176,92.8953094482422",0,0
15315,Rakhine,Ponnagyun,Yin Dar,ရင်းဒါး,"20.4075393676758,92.9030838012695",0,0
15316,Rakhine,Ponnagyun,Kan Chaung,ကံချောင်း,"20.2327308654785,92.9330368041992",0,0
15317,Rakhine,Ponnagyun,Kan Pyin,ကံပြင်,"20.3844890594482,92.8631286621094",0,0
15318,Rakhine,Ponnagyun,Kan U,ကံဦး,"20.4481105804443,92.9651870727539",0,0
15319,Rakhine,Ponnagyun,Kyar Nyo Kan,ကြာညိုကန်,"20.4258499145508,92.9800109863281",0,0
15320,Rakhine,Ponnagyun,Kar Di,ကာဒီ,"20.6088199615479,93.0224075317383",0,0
15321,Rakhine,Ponnagyun,Kha Maung Taw,ခမောင်းတော,"20.2112407684326,92.938591003418",0,0
15322,Rakhine,Ponnagyun,Ye Yoe Pyin,ရဲရိုးပြင်,"20.2058792114258,92.9198608398438",0,0
15323,Rakhine,Ponnagyun,Kha Mee Kyein Chaung,ခမီးကြိမ်ချောင်း,"20.4608898162842,92.974983215332",Kyein Chaung,ကြိမ်ချောင်း
15324,Rakhine,Ponnagyun,Laung Chaung,လောင်းချောင်း,"20.4512195587158,92.9643630981445",0,0
15325,Rakhine,Ponnagyun,Kon Tan Kyein Chaung,ကုန်တန်းကြိမ်ချောင်း,"20.3183002471924,92.8859481811523",0,0
15326,Rakhine,Ponnagyun,Ku Lar Chaung,ကုလားချောင်း,"20.3299999237061,92.87744140625",0,0
15327,Rakhine,Ponnagyun,Kyun Chay,ကျွန်းချေ,"20.3331108093262,92.8821334838867",0,0
15328,Rakhine,Ponnagyun,Kun Taung,ကွမ်းတောင်,"20.3033504486084,92.9270629882813",0,0
15329,Rakhine,Ponnagyun,Kyan Khin,ကြံခင်း,"20.5079002380371,92.9901428222656",0,0
15330,Rakhine,Ponnagyun,Kyay Taw,ကျေးတော,"20.5461502075195,92.9779434204102",0,0
15331,Rakhine,Ponnagyun,Kyin Ta Lin,ကျင်းတလင်း,"20.5325794219971,92.983757019043",0,0
15332,Rakhine,Ponnagyun,Taung Nar,တောင်နား,"20.5369300842285,92.9825668334961",0,0
15333,Rakhine,Ponnagyun,Kyauk Khe Pyin,ကျောက်ခဲပြင်,"20.4082202911377,92.8870010375977",0,0
15334,Rakhine,Ponnagyun,Kyauk Pyin Seik,ကျောက်ပြင်ဆိပ်,"20.4421806335449,92.8693771362305",0,0
15335,Rakhine,Ponnagyun,Pa Ne Pyaung,ပနဲမြောင်,",",0,0
15336,Rakhine,Ponnagyun,Kyauk Seik,ကျောက်ဆိပ်,"20.3699607849121,93.0192184448242",0,0
15337,Rakhine,Ponnagyun,Be Kho,ဘဲခိုး,"20.5511798858643,93.0653228759766",0,0
15338,Rakhine,Ponnagyun,Kyein Chaung (Rakhine),ကြိမ်ချောင်း (ရခိုင်),"20.5559597015381,93.0638122558594",Kon Tan Kyein Chaung,ကုန်တန်းကြိမ်ချောင်း
15339,Rakhine,Ponnagyun,Manaung Thar,မာန်အောင်သား,",",0,0
15340,Rakhine,Ponnagyun,Kyein Kyun,ကြိန်ကျွန်း,"20.3423900604248,92.9296188354492",0,0
15341,Rakhine,Ponnagyun,Kyun Chay,ကျွန်းချေ,"20.3357906341553,92.9104766845703",0,0
15342,Rakhine,Ponnagyun,Sint Pin Yin,စဉ့်ပင်ရင်း,"20.3480796813965,92.9174423217773",0,0
15343,Rakhine,Ponnagyun,Kyet Sin Ta Lin,ကြက်စင်တလင်း,"20.4437103271484,92.9101867675781",0,0
15344,Rakhine,Ponnagyun,Kywe Htoe,ကျွဲထိုး,"20.2609100341797,92.9581527709961",0,0
15345,Rakhine,Ponnagyun,Pa Li Maw,ပလီမော်,"20.2342395782471,92.9513931274414",0,0
15346,Rakhine,Ponnagyun,Kywe Lan Chaung,ကျွဲလမ်းချောင်း,"20.6306095123291,92.9986419677734",0,0
15347,Rakhine,Ponnagyun,Let Wea Myan,လက်ဝဲမြန်,"20.616569519043,92.9916381835938",0,0
15348,Rakhine,Ponnagyun,Hpet Kya,ဖက်ကျ,"20.3847103118896,92.9683227539063",0,0
15349,Rakhine,Ponnagyun,Let Wea Sar Taik,လက်ဝဲစာတိုက်,"20.3682403564453,92.9897537231445",0,0
15350,Rakhine,Ponnagyun,Kywe Cha,ကျွဲချ,"20.3710193634033,92.9303665161133",0,0
15351,Rakhine,Ponnagyun,Ma Gyi Chaung,မကျည်းချောင်း,"20.3649005889893,92.9209899902344",0,0
15352,Rakhine,Ponnagyun,Thar Yar Kone,သာယာကုန်း,"20.3654804229736,92.9298324584961",0,0
15353,Rakhine,Ponnagyun,Met Ka Lar Kya,မက္ကလာကျ,"20.3275508880615,92.8947372436523",0,0
15354,Rakhine,Ponnagyun,Min Zi Chaung,မင်းဇီချောင်း,"20.5810508728027,93.0698471069336",0,0
15355,Rakhine,Ponnagyun,Moe Tein Pyin,မိုးတိမ်ပြင်,"20.3855304718018,92.9471817016602",0,0
15356,Rakhine,Ponnagyun,Nar Taung Kya,နားဋောင်းကျ,"20.3739490509033,92.9532775878906",0,0
15357,Rakhine,Ponnagyun,Dar Peit,ဒါးပဲ့,"20.4943408966064,93.0542984008789",0,0
15358,Rakhine,Ponnagyun,Myet Thauk,မြက်သောက်,"20.4820308685303,93.04541015625",0,0
15359,Rakhine,Ponnagyun,Ohn Htein Tan,အုန်းထိန်းတန်း,"20.4942035675049,93.05712890625",0,0
15360,Rakhine,Ponnagyun,Myin Kat Taw,မြင်းကတ္တော,"20.5752506256104,93.0184783935547",0,0
15361,Rakhine,Ponnagyun,Pauk Tu Pauk,ပေါက်တူးပေါက်,"20.5599594116211,93.0086135864258",0,0
15362,Rakhine,Ponnagyun,Ahr La War Ka,အာလဝါက,"20.5099506378174,92.9246597290039",0,0
15363,Rakhine,Ponnagyun,Be Ngar Yar,ဘဲငါးရာ,"20.5298404693604,92.9445190429688",0,0
15364,Rakhine,Ponnagyun,Htone Bu,ထုံးဘူး,"20.5408802032471,92.9358901977539",0,0
15365,Rakhine,Ponnagyun,Ma Yit Chaung,မရစ်ချောင်း,"20.5153408050537,92.9347534179688",0,0
15366,Rakhine,Ponnagyun,Myo Ywar,မြို့ရွာ,"20.5069694519043,92.9448928833008",0,0
15367,Rakhine,Ponnagyun,Tha Yet Chaung,သရက်ချောင်း,"20.4948806762695,92.9518127441406",0,0
15368,Rakhine,Ponnagyun,Nat Seik,နတ်ဆိပ်,"20.3093304353,93.0112148223",0,0
15369,Rakhine,Ponnagyun,Zay Di Yin,စေတီရင်း,"20.3078319554,93.0110866812",0,0
15370,Rakhine,Ponnagyun,Kan Taunt Gyi,ကမ်းတောင့်ကြီး,"20.4065895080566,92.9845275878906",0,0
15371,Rakhine,Ponnagyun,Nat Taung,နတ်တောင်,"20.4174098968506,92.9836730957031",0,0
15372,Rakhine,Ponnagyun,Thit Ka Toe,သစ်ကတိုး,"20.4331893920898,92.9859008789063",0,0
15373,Rakhine,Ponnagyun,Nga/Pyauk Se,င/ပြောက်ဆည်,"20.6227607727051,92.9548263549805",0,0
15374,Rakhine,Ponnagyun,Nyaung Chon,ညောင်ခြုံ,"20.5228595733643,93.0596771240234",0,0
15375,Rakhine,Ponnagyun,Pa Day Thar,ပဒေသာ,"20.3196907043457,92.9471969604492",0,0
15376,Rakhine,Ponnagyun,Pa Day Thar (Ywar Thit),ပဒေသာ (ရွာသစ်),",",0,0
15377,Rakhine,Ponnagyun,Sin Inn Gyi,ဆင်အင်းကြီး,"20.3232307434082,92.9566116333008",0,0
15378,Rakhine,Ponnagyun,In Zone Pyin,အင်ဇုံပြင်,"20.2952995300293,92.9758834838867",Aung Zone Pyin,အောင်ဇုန်ပြင်
15379,Rakhine,Ponnagyun,Paik Seik (Kyaw Zan),ပိုက်ဆိပ် (ကျော်ဇံ),"20.2791690826416,92.98095703125",0,0
15380,Rakhine,Ponnagyun,Pan Ni Lar,ပန်းနီလာ,"20.486270904541,93.0002212524414",0,0
15381,Rakhine,Ponnagyun,Pauk Taw Pyin,ပေါက်တောပြင်,"20.4305191040039,92.9349670410156",0,0
15382,Rakhine,Ponnagyun,Pe Si Nan,ပဲစီနန်း,"20.4621200561523,93.0212783813477",0,0
15383,Rakhine,Ponnagyun,Ni Pu Soe,နီပုဆိုး,"20.4265308380127,92.9563293457031",0,0
15384,Rakhine,Ponnagyun,Pe Khin Chay,ပဲခင်းချေ,"20.4054393768311,92.9470977783203",0,0
15385,Rakhine,Ponnagyun,Pein Hne Taw,ပိန္နဲတော,"20.4083499908447,92.9530334472656",0,0
15386,Rakhine,Ponnagyun,Aung Min Ga Lar,အောင်မင်္ဂလာ,",",Pet Khwet Seik,ပက်ခွက်ဆိပ်
15387,Rakhine,Ponnagyun,Buddhaw,ဗုဒ္ဓေါ,"20.6266593933105,92.9414367675781",0,0
15388,Rakhine,Ponnagyun,Maw Ywar,မော်ရွာ,"20.6452407836914,92.9397583007813",0,0
15389,Rakhine,Ponnagyun,Pet Khwet Seik,ပက်ခွက်ဆိပ်,"20.6327209472656,92.9401321411133",0,0
15390,Rakhine,Ponnagyun,Gat Gar (San Kar),ဂတ်ဂါ (ဝါ) စံကား,"20.4889793395996,92.8729782104492",0,0
15391,Rakhine,Ponnagyun,Poe Shee Pyin,ပိုးရှီပြင်,"20.4556903839111,92.902946472168",0,0
15392,Rakhine,Ponnagyun,Kyauk Than Chay,ကျောက်သံခြေ,"20.4762414362,92.8447050493",0,0
15393,Rakhine,Ponnagyun,Pyaing Taung,ပြိုင်းတောင်,"20.4588203430176,92.8494262695313",0,0
15394,Rakhine,Ponnagyun,Pyin Hla,ပြင်လှ,"20.5816993713379,93.0151214599609",0,0
15395,Rakhine,Ponnagyun,Pyin Hlyar Shey,ပြင်လျှားရှည်,"20.5962791442871,92.9874801635742",0,0
15396,Rakhine,Ponnagyun,Sa Par Htar,စပါးထား,"20.2421398162842,92.9217300415039",0,0
15397,Rakhine,Ponnagyun,Sar Ngan Kan,ဆားငံကန်,"20.5363292694092,93.0261993408203",0,0
15398,Rakhine,Ponnagyun,Shin Taw (Daing Net),ရှင်တော် (ဒိုင်းနက်),"20.5786304473877,92.9390563964844",0,0
15399,Rakhine,Ponnagyun,Nar Yi Kan,နာရီကန်,"20.5316696166992,93.0469970703125",0,0
15400,Rakhine,Ponnagyun,Sin Htein Gyi,ဆင်ထိန်းကြီး,"20.5216598510742,93.0422210693359",0,0
15401,Rakhine,Ponnagyun,Sin Bi Myo,ဆင်ဘီမြို့,",",0,0
15402,Rakhine,Ponnagyun,Sin Thi Hpyar,ဆင်သီဖျား,",",0,0
15403,Rakhine,Ponnagyun,Sin Thi Ka Tar,ဆင်သီကတာ,",",0,0
15404,Rakhine,Ponnagyun,Sin Thi Pein Hne Taw,ဆင်သီပိန္နဲတော,"20.581444166,92.8695703008",0,0
15405,Rakhine,Ponnagyun,Twin Sin Thi,တွင်းဆင်သီ,",",0,0
15406,Rakhine,Ponnagyun,Wun Paik,ဝန်ပိုက်,"20.5809001922607,92.8483963012695",0,0
15407,Rakhine,Ponnagyun,Hpar Lar Kone,ဖါလာကုန်း,"20.3269195556641,92.9277801513672",0,0
15408,Rakhine,Ponnagyun,Tan Bet Hlan,တံဘက်လှမ်း,"20.3208293914795,92.9295806884766",0,0
15409,Rakhine,Ponnagyun,Tan Khoe,တန်းခိုး,"20.268440246582,92.978157043457",0,0
15410,Rakhine,Ponnagyun,Min Kan,မင်းကန်,"20.2985591888428,93.0043106079102",0,0
15411,Rakhine,Ponnagyun,Tan Swei,တန်းစွယ်,"20.2921199798584,92.9940719604492",Tan Zwei,တန်ဇွယ်
15412,Rakhine,Ponnagyun,Tauk Son,တောက်ဆုံ,"20.5096607208252,92.9972305297852",0,0
15413,Rakhine,Ponnagyun,Thar Si,သာစည်,"20.5282096862793,93.0024337768555",0,0
15414,Rakhine,Ponnagyun,Taw Hpyar Kan Chaung,တောဖျားကံချောင်း,"20.4242305755615,92.8891677856445",Kan Chaung,ကံချောင်း
15415,Rakhine,Ponnagyun,Thar Si,သာစည်,"20.3615303039551,92.992073059082",0,0
15416,Rakhine,Ponnagyun,Tin Htu,တင်ထူ,"20.3703594207764,92.9853134155273",0,0
15417,Rakhine,Ponnagyun,Thea Hpyu Chaung,သဲဖြူချောင်း,"20.3971900939941,92.993293762207",0,0
15418,Rakhine,Ponnagyun,Kyar Laung Pun,ကျားလောင်းပွန်း,"20.5926990509033,92.926513671875",0,0
15419,Rakhine,Ponnagyun,Pyaing Taw,ပြိုင်းတော,"20.5997695922852,92.9438781738281",0,0
15420,Rakhine,Ponnagyun,Thea Taw,သဲတော,"20.5907096862793,92.953369140625",0,0
15421,Rakhine,Ponnagyun,Thea Taw (Myo),သဲတော (မြို),"20.5919895172119,92.9461669921875",0,0
15422,Rakhine,Ponnagyun,Let Ma Seik,လက်မဆိပ်,"20.5890998840332,93.0477066040039",0,0
15423,Rakhine,Ponnagyun,Thea Tet,သဲတက်,"20.6012401580811,93.0290832519531",0,0
15424,Rakhine,Ponnagyun,Lun Pu Taung,လွန်ပူတောင်,"20.5552621351,92.871991918",0,0
15425,Rakhine,Ponnagyun,Me Da Ma,မဲဒမ,"20.5145893096924,92.8705368041992",0,0
15426,Rakhine,Ponnagyun,Pyaing Chaung,ပြိုင်းချောင်း,"20.5406093597412,92.8614730834961",0,0
15427,Rakhine,Ponnagyun,Tha Lu Khaung,သလူခေါင်း,"20.5644793782,92.8722342981",0,0
15428,Rakhine,Ponnagyun,Tha Yaw Pin Yin,သရော်ပင်ရင်း,"20.5514793395996,92.8582916259766",0,0
15429,Rakhine,Ponnagyun,Thet Kyaing Taung,သက်ကျိုင်းတောင်,"20.5584297180176,92.8587188720703",0,0
15430,Rakhine,Ponnagyun,Wan Hpaik,ဝန်ဖိုက်,",",0,0
15431,Rakhine,Ponnagyun,Ku Lar Bar,ကုလားဘာ,"20.3701496124268,92.8875503540039",0,0
15432,Rakhine,Ponnagyun,Thin Pone Tan,သင်ပုန်းတန်း,"20.3782005310059,92.8755493164063",0,0
15433,Rakhine,Ponnagyun,Thu Pon,သူပုန်,"20.5438804626465,93.0288467407227",0,0
15434,Rakhine,Ponnagyun,Aung Ma Kyaw,အောင်မကျော်,"20.5776691436768,92.9166412353516",0,0
15435,Rakhine,Ponnagyun,Laung Poke,လောင်းပုတ်,"20.5632190704346,92.9095764160156",0,0
15436,Rakhine,Ponnagyun,Lu Ke,လူကဲ,"20.5527191162109,92.9008331298828",0,0
15437,Rakhine,Ponnagyun,Nat Ta Lin,နတ်တလင်း,"20.5651092529297,92.9187469482422",0,0
15438,Rakhine,Ponnagyun,Oke Pon,အုပ်ပုံ,"20.5527191162109,92.8964462280273",0,0
15439,Rakhine,Ponnagyun,Pa Dee Chaung,ပဒီးချောင်း,"20.5594806671143,92.9135665893555",0,0
15440,Rakhine,Ponnagyun,U Yin Thar,ဥယျာဉ်သာ,"20.5428009033203,92.8949432373047",0,0
15441,Rakhine,Ponnagyun,Myaung Gyi,မြောင်ကြီး,",",0,0
15442,Rakhine,Ponnagyun,Taung Yin,တောင်ရင်း,"20.337610244751,92.9697113037109",0,0
15443,Rakhine,Ponnagyun,Wet Hnoke Thee,ဝက်နှုတ်သီး,"20.3348999023438,92.9591064453125",0,0
15444,Rakhine,Ponnagyun,Ya Hat Taung,ရဟတ်တောင်,"20.4636001586914,92.9141387939453",0,0
15445,Rakhine,Ponnagyun,Yae Hpyu Kan,ရေဖြူကန်,"20.3344497680664,92.9889221191406",0,0
15446,Rakhine,Ponnagyun,Yae Pauk Chaung,ရေပေါက်ချောင်း,"20.3225193023682,92.9893035888672",0,0
15447,Rakhine,Ponnagyun,Chaung Wa,ချောင်းဝ,"20.324089050293,92.9663619995117",0,0
15448,Rakhine,Ponnagyun,Hpone Soe,ဖုန်းဆိုး,"20.3208198547363,92.962043762207",0,0
15449,Rakhine,Ponnagyun,Yar Chaung,ယာချောင်း,"20.3279590606689,92.9738006591797",0,0
15450,Rakhine,Ponnagyun,Yin Chaung,ရင်းချောင်း,"20.5649166107178,93.0690841674805",0,0
15451,Rakhine,Ponnagyun,Yoe Ngu,ယိုးငူ,"20.4243907928467,93.0129623413086",0,0
15452,Rakhine,Ponnagyun,Yoe Ta Yoke,ယိုးတရုပ်,"20.5702304840088,92.9773788452148",0,0
15453,Rakhine,Ponnagyun,Kha Naung Gyi,ခနောင်းကြီး,"20.4304904937744,92.90625",0,0
15454,Rakhine,Ponnagyun,Zay Di Pyin,စေတီပြင်,"20.4187202453613,92.9025421142578",Gu Wa,ဂူဝ
15455,Rakhine,Ramree,Ah Chwain Pyin,အချွိန်ပြင်,"19.1128807067871,93.7197799682617",0,0
15456,Rakhine,Ramree,Ka Nyin Kauk,ကညင်ကောက်,"19.1095905303955,93.7041473388672",0,0
15457,Rakhine,Ramree,Tha Pyay Kyun,သပြေကျွန်း,"19.1126594543457,93.7080688476563",0,0
15458,Rakhine,Ramree,Ah Lel Chaung,အလယ်ချောင်း,"19.1954498291016,93.7913818359375",0,0
15459,Rakhine,Ramree,Ah Lel Chaung Ywar Haung,အလယ်ချောင်းရွာဟောင်း,",",0,0
15460,Rakhine,Ramree,Shwe Taung,ရွှေတောင်,",",0,0
15461,Rakhine,Ramree,Ah Nauk,အနောက်,"18.9927196502686,93.7550430297852",0,0
15462,Rakhine,Ramree,Ah Shey Yae,အရှေယေ,"18.9964008331299,93.7628402709961",Ah Shey Hpet Maw,အရှေ့ဖက်မှော်
15463,Rakhine,Ramree,Tin War Tway,တင်းဝါးတွေ,"18.9994888305664,93.7601089477539",0,0
15464,Rakhine,Ramree,Ye Yu,ရဲရု,"18.9891395568848,93.7601928710938",0,0
15465,Rakhine,Ramree,Ah Twin Pyin,အတွင်းပြင်,"19.0905609130859,93.7352676391602",0,0
15466,Rakhine,Ramree,Kon Baung,ကုန်ဘောင်,"19.0818557739258,93.7250823974609",0,0
15467,Rakhine,Ramree,Taung,တောင်,"19.0900993347168,93.7263336181641",0,0
15468,Rakhine,Ramree,Aung Hla Pyin,အောင်လှပြင်,"18.9769592285156,93.7478866577148",0,0
15469,Rakhine,Ramree,Kon Baung Htet,ကုန်ဘောင်ထက်,"18.9839935302734,93.7627182006836",0,0
15470,Rakhine,Ramree,Thein Pyein,သိမ်ပြိန်,"18.980110168457,93.7678833007813",0,0
15471,Rakhine,Ramree,Chaung Hpyar,ချောင်းဖျား,"19.0911598205566,93.7942733764648",0,0
15472,Rakhine,Ramree,Chon Nyo,ခြုံညို,"19.0758380889893,93.8112716674805",0,0
